first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value,,,
Noami,Cokly,Female,74,1962-09-17,60,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,0.88,1.1,1.375,1.16875,#REF!,954,0.45,,,
Brooke,Arling,Male,76,1961-12-05,61,,n/a,High Net Worth,N,No,6,6 Melby Center,3027,VIC,Australia,5,0.96,0.96,0.96,0.96,14,44,1.42109375,,,
Tobias,Woodhams,Male,0,1961-04-15,61,Research Nurse,Health,Mass Customer,N,No,17,4 Valley Edge Plaza,2759,NSW,Australia,9,0.99,0.99,1.2375,1.051875,23,77,1.34140625,,,
Sean,O'Loughlin,Male,48,1961-03-22,61,Database Administrator III,Manufacturing,High Net Worth,N,Yes,16,83 Old Gate Point,2576,NSW,Australia,10,0.91,1.1375,1.421875,1.421875,26,85,1.325,,,
Cristen,Wiltshire,Female,59,1961-10-20,61,VP Sales,Financial Services,High Net Worth,N,Yes,15,93 Judy Drive,3047,VIC,Australia,6,0.53,0.6625,0.6625,0.6625,36,104,1.2875,,,
Aridatha,Sephton,Female,95,1961-10-22,61,Human Resources Assistant II,n/a,Mass Customer,N,No,5,422 Forster Circle,2340,NSW,Australia,1,0.96,0.96,1.2,1.02,38,104,1.2875,,,
David,Napoleon,Male,72,1961-11-05,61,Structural Engineer,n/a,High Net Worth,N,No,14,69 Garrison Point,2223,NSW,Australia,11,0.99,0.99,1.2375,1.2375,42,111,1.28125,,,
Denys,Minshall,Female,30,1961-12-26,61,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8,1.01,1.2625,1.2625,1.2625,66,152,1.221875,,,
Feodor,Englishby,Male,54,1961-08-14,61,Account Coordinator,Health,Mass Customer,N,No,11,24695 Boyd Road,3201,VIC,Australia,5,0.55,0.55,0.55,0.4675,69,154,1.203125,,,
Harman,Lynds,Male,4,1961-05-27,61,Professor,n/a,Mass Customer,N,Yes,5,538 Gina Way,4105,QLD,Australia,8,0.97,1.2125,1.2125,1.030625,129,240,1.09,,,
Malvin,Ryhorovich,Male,37,1962-03-03,61,Quality Control Specialist,n/a,Mass Customer,N,No,5,5356 Sugar Plaza,4818,QLD,Australia,3,0.91,0.91,0.91,0.7735,143,252,1.073125,,,
Kizzee,Kemston,Female,11,1961-09-29,61,,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,1.04,1.04,1.04,0.884,280,386,0.945625,,,
Demetria,Bausor,Female,73,1961-12-22,61,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,0.59,0.7375,0.921875,0.78359375,290,396,0.9375,,,
Laurena,,Female,21,1961-07-31,61,VP Sales,n/a,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,0.97,0.97,0.97,0.97,363,455,0.8925,,,
Huberto,Mollatt,Male,82,1961-08-27,61,Programmer IV,n/a,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,1.03,1.2875,1.609375,1.36796875,393,483,0.8765625,,,
Garreth,Minett,Male,93,1961-05-23,61,Physical Therapy Assistant,n/a,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,0.42,0.525,0.65625,0.65625,557,604,0.765,,,
Terrel,Keynd,Male,30,1961-04-20,61,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,0.79,0.79,0.79,0.6715,596,626,0.74375,,,
Josepha,Clamp,Female,12,1961-11-03,61,Marketing Manager,n/a,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,0.96,0.96,1.2,1.2,#REF!,698,0.69,,,
Halette,Borsi,Female,60,1961-12-10,61,Research Nurse,Health,Affluent Customer,N,Yes,16,356 Pennsylvania Point,2128,NSW,Australia,9,0.87,1.0875,1.359375,1.359375,#REF!,725,0.669375,,,
Mycah,Beaston,Male,11,1961-07-31,61,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,0.47,0.5875,0.734375,0.734375,#REF!,865,0.55,,,
Lotty,Loach,Female,76,1961-08-23,61,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,0.57,0.7125,0.7125,0.7125,#REF!,871,0.541875,,,
Fabio,Commuzzo,Male,5,1961-10-02,61,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,1.05,1.05,1.05,0.8925,#REF!,896,0.52,,,
Blinnie,Roze,Female,84,1960-12-10,62,Librarian,Entertainment,High Net Worth,N,No,11,44557 Rutledge Court,4171,QLD,Australia,7,0.57,0.57,0.7125,0.7125,6,26,1.46875,,,
Rhona,De Freyne,Female,45,1960-11-22,62,,Health,High Net Worth,N,No,8,11184 East Drive,3056,VIC,Australia,10,0.58,0.58,0.725,0.725,9,30,1.4609375,,,
Sharline,Abyss,Female,11,1960-03-18,62,,n/a,Mass Customer,N,Yes,15,367 Bay Point,4011,QLD,Australia,4,0.92,1.15,1.15,0.9775,52,133,1.2375,,,
Sharai,Priddie,Female,13,1961-01-16,62,Sales Representative,Retail,Mass Customer,N,No,9,5202 Crowley Place,2145,NSW,Australia,9,0.85,0.85,1.0625,0.903125,138,252,1.073125,,,
Bartram,Di Lucia,Male,70,1961-01-03,62,,Argiculture,Mass Customer,N,Yes,5,83509 Delaware Street,2480,NSW,Australia,3,0.41,0.5125,0.5125,0.435625,156,271,1.06,,,
Eddy,Sturch,Male,22,1961-02-11,62,Software Consultant,Financial Services,High Net Worth,N,Yes,17,1 Kinsman Crossing,4158,QLD,Australia,6,0.88,1.1,1.1,1.1,229,345,0.988125,,,
Reginald,Jermy,Male,7,1960-09-12,62,Director of Sales,n/a,High Net Worth,N,Yes,20,540 Katie Street,4128,QLD,Australia,8,0.76,0.95,0.95,0.95,259,375,0.96,,,
Nora,Anselm,Female,84,1961-01-05,62,,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,0.78,0.975,1.21875,1.21875,283,396,0.9375,,,
Romonda,Hallt,Female,69,1960-05-09,62,Operator,n/a,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,1,1,1,1,405,498,0.860625,,,
George,Jose,Male,68,1960-12-19,62,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,0.93,1.1625,1.1625,1.1625,413,504,0.85,,,
Ardis,Taree,Female,97,1960-04-12,62,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,0.86,1.075,1.34375,1.34375,581,625,0.748,,,
Trudie,Phinnessy,Female,45,1960-07-04,62,,Financial Services,Mass Customer,N,Yes,15,077 Dennis Lane,3030,VIC,Australia,9,0.64,0.8,1,0.85,#REF!,751,0.648125,,,
Cazzie,Stanwix,Male,37,1960-10-01,62,Research Assistant IV,Manufacturing,High Net Worth,N,Yes,11,6026 Mallory Drive,4561,QLD,Australia,7,0.52,0.65,0.65,0.65,#REF!,760,0.6375,,,
Dorolice,Osmon,Female,46,1961-01-15,62,,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,0.9,0.9,0.9,0.9,#REF!,810,0.5875,,,
Rowen,Sollas,Male,38,1960-04-23,62,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,0.92,0.92,0.92,0.782,#REF!,817,0.5865,,,
Harman,A'field,Male,39,1960-12-27,62,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,0.6,0.75,0.75,0.75,#REF!,913,0.499375,,,
Hildegarde,Bamb,Female,16,1961-02-10,62,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,0.98,1.225,1.53125,1.53125,#REF!,913,0.499375,,,
Morgen,Newport,Female,5,1960-08-31,62,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,0.84,0.84,0.84,0.714,#REF!,930,0.478125,,,
Tillie,Bisseker,Female,74,1960-08-10,62,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,1.08,1.08,1.35,1.35,#REF!,967,0.435625,,,
Engracia,Dobbs,Female,84,1959-04-19,63,,Health,Mass Customer,N,No,15,72 Eliot Place,2250,NSW,Australia,8,1.08,1.08,1.35,1.1475,95,202,1.140625,,,
Robenia,Monks,Female,94,1959-05-08,63,Nurse Practicioner,Manufacturing,Mass Customer,N,No,5,8 Fieldstone Street,4065,QLD,Australia,9,0.62,0.62,0.775,0.65875,127,241,1.0875,,,
Delly,Sunman,Female,49,1959-04-11,63,Account Coordinator,Retail,Mass Customer,N,No,15,652 Fuller Terrace,3206,VIC,Australia,12,0.9,0.9,1.125,0.95625,138,252,1.073125,,,
Alfi,Sabbins,Female,63,1959-06-12,63,,Financial Services,High Net Worth,N,Yes,18,763 Ridgeway Place,2344,NSW,Australia,3,1.06,1.325,1.325,1.325,182,304,1.025,,,
Ahmed,Pickthorne,Male,46,1959-12-25,63,Marketing Manager,n/a,High Net Worth,N,Yes,15,50 American Street,2147,NSW,Australia,9,0.94,1.175,1.46875,1.46875,200,329,1,,,
Gerik,Woodroof,Male,18,1959-06-13,63,Paralegal,Financial Services,High Net Worth,N,Yes,9,41 Kropf Road,3175,VIC,Australia,7,0.75,0.9375,0.9375,0.9375,243,366,0.975,,,
Giselbert,Pickring,Male,94,1959-07-28,63,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,0.6,0.75,0.9375,0.9375,635,662,0.711875,,,
Kippar,Whyatt,Male,13,1960-01-21,63,,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,0.69,0.69,0.69,0.5865,640,666,0.71,,,
Xenia,Maleck,Female,41,1960-02-14,63,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,0.5,0.5,0.5,0.425,640,666,0.71,,,
Ted,Izacenko,Male,3,1959-08-01,63,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,0.9,0.9,1.125,1.125,643,668,0.7055,,,
Gerta,Porrett,Female,46,1959-11-13,63,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,0.46,0.46,0.46,0.46,#REF!,851,0.5625,,,
Markus,Pendrey,Male,88,1959-08-01,63,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,0.89,1.1125,1.390625,1.390625,#REF!,859,0.5578125,,,
Rickert,Brasted,Male,47,1959-09-18,63,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,0.79,0.79,0.9875,0.839375,#REF!,898,0.5125,,,
Kathe,Oller,Female,47,1959-08-20,63,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,1.08,1.35,1.35,1.1475,#REF!,926,0.4845,,,
Consalve,Ballay,Male,41,1959-09-18,63,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,1.08,1.35,1.35,1.1475,#REF!,987,0.4,,,
Weidar,Etheridge,Male,38,1959-07-13,63,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,0.58,0.725,0.725,0.61625,#REF!,994,0.3825,,,
Ferdinand,Romanetti,Male,60,1959-10-07,63,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,0.46,0.46,0.46,0.46,#REF!,996,0.374,,,
Mabelle,Wellbelove,Female,76,1958-04-21,64,,Financial Services,Affluent Customer,N,Yes,19,800 Emmet Park,2219,NSW,Australia,9,0.69,0.8625,1.078125,1.078125,20,72,1.35,,,
Dexter,Shutle,Male,81,1959-01-05,64,Quality Control Specialist,n/a,Mass Customer,N,No,17,07 Dayton Court,4005,QLD,Australia,7,0.57,0.57,0.7125,0.605625,159,284,1.046875,,,
Debbi,Dannatt,Female,2,1958-12-28,64,Technical Writer,n/a,Affluent Customer,N,No,6,3 Pepper Wood Hill,4218,QLD,Australia,10,1.04,1.04,1.3,1.3,162,287,1.04,,,
Dimitri,Tribbeck,Male,89,1958-12-07,64,Chief Design Engineer,n/a,Affluent Customer,N,No,20,93235 Hoard Trail,3165,VIC,Australia,6,0.88,0.88,1.1,1.1,164,291,1.0359375,,,
Justinn,Haruard,Female,48,1958-08-28,64,Health Coach IV,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,1.09,1.09,1.3625,1.3625,289,414,0.924375,,,
Garwin,Nurden,Male,54,1958-04-19,64,Programmer I,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,0.5,0.625,0.78125,0.78125,326,444,0.9,,,
Ingmar,Okenden,Male,97,1959-03-01,64,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,0.46,0.575,0.71875,0.6109375,367,478,0.88,,,
Gabey,Kennicott,Female,55,1958-05-14,64,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,0.93,0.93,0.93,0.93,464,552,0.816,,,
Kyle,Michie,Female,6,1958-07-19,64,Nurse Practicioner,n/a,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,1.04,1.3,1.3,1.105,515,595,0.775625,,,
Nanni,Girodias,Female,61,1959-01-08,64,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,0.79,0.79,0.9875,0.9875,547,617,0.754375,,,
Truman,Arlett,Male,58,1958-06-25,64,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,1.08,1.35,1.35,1.35,598,648,0.725,,,
Caritta,Compston,Female,86,1958-04-25,64,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,0.94,1.175,1.46875,1.2484375,603,653,0.71875,,,
Catha,Davitt,Female,79,1958-04-16,64,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,0.44,0.55,0.55,0.55,#REF!,843,0.5695,,,
Sile,Zappel,Female,47,1958-03-29,64,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,0.89,0.89,0.89,0.89,#REF!,859,0.5578125,,,
Clemmie,Bartoszewicz,Female,87,1958-07-28,64,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,0.63,0.63,0.7875,0.669375,#REF!,865,0.55,,,
Sheilakathryn,Huff,Female,45,1958-05-15,64,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,0.74,0.925,0.925,0.925,#REF!,921,0.49,,,
Chickie,Brister,Male,86,1957-07-12,65,General Manager,Manufacturing,Mass Customer,N,Yes,14,45 Shopko Center,4500,QLD,Australia,6,0.59,0.7375,0.921875,0.78359375,1,1,1.71875,,,
Roseanne,Caruth,Female,16,1957-05-25,65,Programmer Analyst III,Health,Mass Customer,N,No,7,33652 Lyons Alley,2763,NSW,Australia,9,0.84,0.84,1.05,0.8925,55,158,1.1875,,,
Jenelle,Fearnill,Female,12,1958-01-03,65,Social Worker,Health,High Net Worth,N,No,19,06 Old Gate Park,2144,NSW,Australia,9,0.55,0.55,0.6875,0.6875,89,206,1.1375,,,
Solomon,Bruck,Male,29,1957-11-15,65,Junior Executive,Health,Mass Customer,N,No,12,5 High Crossing Junction,4556,QLD,Australia,8,0.53,0.53,0.53,0.4505,123,244,1.08375,,,
Bink,Bentje,Male,3,1957-03-23,65,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,19,8427 Moulton Place,2680,NSW,Australia,3,0.78,0.975,0.975,0.975,156,285,1.04125,,,
Audry,Fann,Female,3,1957-10-17,65,Pharmacist,Health,Mass Customer,N,Yes,15,19 Debs Parkway,3029,VIC,Australia,6,0.93,1.1625,1.1625,0.988125,178,312,1.02,,,
Kenneth,Elleyne,Male,13,1957-09-03,65,Technical Writer,Financial Services,Mass Customer,N,No,13,27429 Dottie Plaza,3145,VIC,Australia,11,0.43,0.43,0.5375,0.456875,220,361,0.9775,,,
Claresta,MacConnulty,Female,6,1957-10-01,65,Recruiting Manager,n/a,Mass Customer,N,Yes,20,0516 Fremont Point,2026,NSW,Australia,9,0.63,0.7875,0.984375,0.83671875,226,366,0.975,,,
Mair,Erett,Female,15,1957-12-05,65,Speech Pathologist,n/a,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,0.44,0.44,0.44,0.44,272,409,0.925,,,
Arel,Abramovitz,Male,72,1957-11-12,65,Nurse Practicioner,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,0.83,0.83,0.83,0.7055,301,433,0.90625,,,
Francisca,Pottage,Female,63,1957-06-10,65,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,0.47,0.47,0.5875,0.499375,531,615,0.7565,,,
Thaddus,Joder,Male,31,1957-12-10,65,,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,0.86,0.86,0.86,0.731,669,698,0.69,,,
Fey,,Female,48,1957-09-04,65,Research Nurse,Health,High Net Worth,N,Yes,11,77 Paget Park,3147,VIC,Australia,12,0.68,0.85,1.0625,1.0625,#REF!,786,0.61625,,,
Adriena,Giffin,Female,27,1957-03-17,65,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,0.84,1.05,1.3125,1.3125,#REF!,888,0.525,,,
Brook,Eade,Female,65,1957-11-17,65,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,1,1.25,1.25,1.0625,#REF!,904,0.5,,,
Dulce,Bradwell,Female,61,1957-07-03,65,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,1.06,1.06,1.325,1.12625,#REF!,926,0.4845,,,
Gipsy,Ewestace,Female,29,1956-08-30,66,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,5,08708 Moulton Park,2034,NSW,Australia,12,0.85,1.0625,1.328125,1.328125,12,46,1.4078125,,,
Sheena,Kybbye,Female,14,1956-07-16,66,Paralegal,Financial Services,Affluent Customer,N,Yes,19,306 Clemons Junction,4852,QLD,Australia,1,0.77,0.9625,0.9625,0.9625,12,46,1.4078125,,,
Glennis,Flintoff,Female,36,1956-10-22,66,Speech Pathologist,Health,Affluent Customer,N,Yes,13,1601 Rutledge Lane,3030,VIC,Australia,7,0.51,0.6375,0.6375,0.6375,20,78,1.3375,,,
Skippie,Yearsley,Male,6,1956-09-04,66,Compensation Analyst,Financial Services,Mass Customer,N,No,9,95306 John Wall Avenue,4350,QLD,Australia,5,1.06,1.06,1.06,0.901,49,155,1.2,,,
Shane,Killen,Male,28,1956-10-16,66,Account Executive,Entertainment,High Net Worth,N,No,10,7 Hazelcrest Place,2165,NSW,Australia,8,0.78,0.78,0.78,0.78,91,212,1.136875,,,
Philbert,Raraty,Male,48,1956-06-28,66,Executive Secretary,Manufacturing,Mass Customer,N,No,6,10 Dexter Park,2177,NSW,Australia,9,0.8,0.8,1,0.85,141,274,1.051875,,,
Vladimir,Westmerland,Male,18,1956-06-19,66,,Manufacturing,Mass Customer,N,Yes,18,102 Charing Cross Terrace,2640,NSW,Australia,4,0.53,0.6625,0.6625,0.563125,192,338,0.99609375,,,
Gallagher,Bromell,Male,18,1956-12-02,66,Assistant Manager,n/a,Mass Customer,N,No,17,91634 Badeau Crossing,4556,QLD,Australia,8,0.88,0.88,0.88,0.748,201,349,0.9875,,,
Irvine,Headon,Male,99,1956-04-21,66,Geologist III,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,0.99,1.2375,1.546875,1.546875,342,473,0.884,,,
Aloysius,Killingsworth,Male,89,1957-02-14,66,VP Quality Control,n/a,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,0.86,0.86,1.075,0.91375,348,478,0.88,,,
Free,Rowland,Male,42,1956-05-17,66,,n/a,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,0.45,0.5625,0.5625,0.478125,402,520,0.8375,,,
Gretel,Paschke,Female,10,1956-05-29,66,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,0.43,0.5375,0.5375,0.456875,423,536,0.825,,,
Mariette,,Female,47,1956-07-05,66,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,0.96,1.2,1.5,1.5,523,617,0.754375,,,
Nixie,Shoesmith,Female,45,1956-12-04,66,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,0.99,0.99,0.99,0.99,613,672,0.70390625,,,
Cobbie,Bruyett,Male,20,1956-03-19,66,Associate Professor,n/a,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,0.51,0.6375,0.6375,0.541875,615,674,0.703125,,,
Bartram,Caltun,Male,28,1956-09-15,66,Internal Auditor,Health,Affluent Customer,N,Yes,12,174 Farwell Point,2121,NSW,Australia,11,0.61,0.7625,0.953125,0.953125,703,725,0.669375,,,
Rafi,Brettelle,Male,89,1956-08-12,66,Operator,Health,High Net Worth,N,No,6,11 Brickson Park Alley,2166,NSW,Australia,10,0.62,0.62,0.775,0.775,#REF!,786,0.61625,,,
Leeland,,Male,66,1957-01-24,66,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,0.91,0.91,0.91,0.91,#REF!,845,0.563125,,,
Karrah,Howell,Female,63,1956-11-07,66,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,0.61,0.61,0.7625,0.648125,#REF!,851,0.5625,,,
Paulina,Iannuzzelli,Female,57,1956-03-08,66,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,0.86,0.86,1.075,0.91375,#REF!,877,0.54,,,
Shay,Briand,Male,57,1956-10-05,66,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,0.76,0.95,0.95,0.8075,#REF!,888,0.525,,,
Bertrando,Carass,Male,45,1956-06-25,66,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,0.74,0.74,0.74,0.629,#REF!,983,0.41,,,
Garik,Whitwell,Male,44,1955-06-13,67,,Property,Mass Customer,N,Yes,13,04 Dexter Way,3280,VIC,Australia,2,0.88,1.1,1.1,0.935,9,38,1.4375,,,
Elsworth,Abbitt,Male,71,1956-02-08,67,,Health,Mass Customer,N,Yes,6,9722 Northport Way,3500,VIC,Australia,3,0.7,0.875,0.875,0.74375,37,125,1.26171875,,,
Alvira,Coulman,Female,42,1955-06-05,67,Account Representative II,n/a,Affluent Customer,N,No,14,823 Wayridge Trail,2205,NSW,Australia,9,0.88,0.88,1.1,1.1,54,166,1.175,,,
Sawyer,Sponton,Male,36,1956-02-22,67,Help Desk Technician,Property,Mass Customer,N,Yes,10,5 Golf Terrace,2126,NSW,Australia,11,0.67,0.8375,1.046875,0.88984375,54,166,1.175,,,
Loria,Tappington,Female,72,1955-09-06,67,Research Assistant IV,Property,Mass Customer,N,No,5,3920 Swallow Junction,3038,VIC,Australia,8,1.02,1.02,1.02,0.867,57,174,1.16875,,,
Jeanne,Darte,Female,70,1955-08-18,67,,n/a,Mass Customer,N,Yes,11,3 Homewood Park,2756,NSW,Australia,7,1,1.25,1.25,1.0625,78,206,1.1375,,,
Manya,Abramovici,Female,42,1955-07-17,67,Quality Engineer,Financial Services,High Net Worth,N,Yes,13,8 Randy Park,4214,QLD,Australia,8,1.01,1.2625,1.2625,1.2625,165,304,1.025,,,
Clari,Voas,Female,74,1955-07-28,67,Human Resources Assistant II,Health,Affluent Customer,N,Yes,14,4110 Mifflin Center,2127,NSW,Australia,8,0.41,0.5125,0.5125,0.5125,170,312,1.02,,,
Jim,Haddrell,Male,55,1955-04-08,67,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,0.9,0.9,0.9,0.765,408,530,0.82875,,,
Olive,Mozzi,Female,87,1955-07-06,67,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,0.82,1.025,1.28125,1.28125,446,563,0.8075,,,
Benedict,Rosas,Male,73,1955-11-25,67,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,0.72,0.9,0.9,0.9,446,563,0.8075,,,
Levin,Coxen,Male,13,1955-10-22,67,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,1.07,1.07,1.07,0.9095,478,594,0.78125,,,
Annabell,Downer,Female,33,1955-11-25,67,Budget/Accounting Analyst II,n/a,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,0.85,0.85,1.0625,1.0625,497,606,0.765,,,
Maximilian,Geffen,Male,96,1955-07-13,67,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,0.7,0.875,1.09375,0.9296875,497,606,0.765,,,
Lek,Pimblett,Male,88,1955-09-29,67,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,0.41,0.5125,0.640625,0.54453125,517,620,0.75,,,
Jackie,Pays,Male,21,1955-11-09,67,Developer I,Health,Mass Customer,N,No,9,75024 Ronald Regan Hill,2135,NSW,Australia,12,0.87,0.87,1.0875,0.924375,#REF!,794,0.605625,,,
Sylas,Duffill,Male,56,1955-10-02,67,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,0.92,1.15,1.4375,1.221875,#REF!,1000,0.34,,,
Dukie,Swire,Male,88,1954-03-31,68,,Manufacturing,Affluent Customer,N,Yes,5,64 Granby Parkway,2500,NSW,Australia,8,0.85,1.0625,1.328125,1.328125,2,16,1.5625,,,
Karly,Willavize,Female,2,1954-08-12,68,Internal Auditor,Manufacturing,High Net Worth,N,No,12,193 North Point,2190,NSW,Australia,10,0.75,0.75,0.9375,0.9375,3,19,1.53125,,,
Maribeth,Stivani,Female,46,1954-11-13,68,Associate Professor,Financial Services,Mass Customer,N,No,7,945 Bobwhite Court,2430,NSW,Australia,8,0.9,0.9,0.9,0.765,85,226,1.1125,,,
Art,Carolan,Male,1,1954-11-09,68,Marketing Manager,n/a,Affluent Customer,N,Yes,11,57903 Hanson Parkway,2570,NSW,Australia,9,0.96,1.2,1.5,1.5,158,304,1.025,,,
Deirdre,Burgoine,Female,14,1955-01-08,68,Programmer III,Health,High Net Worth,N,No,7,0 Stoughton Park,3000,VIC,Australia,1,0.56,0.56,0.56,0.56,175,326,1.009375,,,
Porter,Buckenhill,Male,46,1954-06-14,68,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,1.08,1.35,1.35,1.35,224,386,0.945625,,,
